Date,Adj Close_GOOGL,Close_GOOGL,High_GOOGL,Low_GOOGL,Open_GOOGL,Volume_GOOGL,Ticker,RSI_14,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,SMA_20,EMA_20,BBL_5_2.0,BBM_5_2.0,BBU_5_2.0,BBB_5_2.0,BBP_5_2.0,CCI_14_0.015,STOCHk_14_3_3,STOCHd_14_3_3,ADX_14,DMP_14,DMN_14,WILLR_14
2023-08-28,130.22897338867188,131.00999450683594,132.5399932861328,130.13999938964844,131.30999755859375,20543300,GOOGL,57.58066980219365,1.4597412581525475,-0.24098736576474766,1.7007286239172952,129.80049934387208,128.98209751620598,128.11795723785355,130.4239990234375,132.73004080902143,3.536223092146626,0.627056562257839,89.82016942134806,48.83524940614507,55.045996301719384,19.737337703633898,28.99223457045779,18.7826320119208,-41.16905161908879
2023-08-29,133.7677459716797,134.57000732421875,136.57000732421875,132.24000549316406,132.24000549316406,43075600,GOOGL,64.7602342637307,1.7300124139738102,0.023427032045211904,1.7065853819285983,129.9514995574951,129.51427940268337,127.94403307805287,131.52200012207032,135.09996716608777,5.440864708104511,0.9259412069271101,225.70696827630113,61.22554829664586,55.89592708592826,21.207686336091427,34.678698444826644,16.326732047956618,-19.62706598034628
2023-08-30,135.0699462890625,135.8800048828125,136.27999877929688,134.07000732421875,134.77999877929688,28315800,GOOGL,66.97525297866403,2.0265493080923136,0.2559711409309722,1.7705781671613414,130.3264995574951,130.1205389722195,127.17929106408317,132.2240020751953,137.26871308630743,7.630552595501109,0.8623599845029792,197.74012612325592,77.47750689284156,62.512768198544165,22.519882996968477,32.84061593821019,15.461362760371946,-6.771361722040248
2023-08-31,135.35821533203125,136.1699981689453,138.0,135.7899932861328,136.00999450683594,30053800,GOOGL,67.46281127856591,2.258917572086432,0.3906715239400722,1.8682460481463596,130.71249961853027,130.69667794333625,128.34504927902518,133.502001953125,138.6589546272248,7.725655943212767,0.7586795327034918,180.8137208311166,85.95095038003312,74.88466852317352,24.165848105678105,35.269860468794796,14.626472320430942,-15.748721157514133
2023-09-01,134.8512420654297,135.66000366210938,137.4600067138672,134.85000610351562,137.4600067138672,21524600,GOOGL,65.62780657278022,2.3745465068973033,0.40504036700075474,1.9695061398965485,131.08999977111816,131.16937563083846,130.85283337898647,134.6580017089844,138.4631700389823,5.651603739407089,0.6316632887467476,123.6520179068003,85.7807532547402,83.0697368425383,25.07079604713272,33.00328303111949,16.00097053504028,-20.137657356225013
2023-09-05,134.96060180664062,135.77000427246094,136.4199981689453,134.5800018310547,135.44000244140625,19403100,GOOGL,65.84361032269447,2.4468535956017377,0.38187796456415146,2.064975631037586,131.30200004577637,131.6075307395644,134.5159517127006,135.61000366210936,136.70405561151813,1.613526907844857,0.5731229492521079,92.40199902105559,81.6408709588676,84.45752486454698,25.721832552515448,31.46797119897605,15.939248017035569,-19.191008609658077
2023-09-06,133.65841674804688,134.4600067138672,136.52999877929688,133.6699981689453,136.02000427246094,18684500,GOOGL,60.93688167897616,2.37111884737007,0.24491457306598718,2.126204274304083,131.45500068664552,131.87919511806942,134.40998226475025,135.58800354003907,136.76602481532788,1.7376482351419007,0.021232404781767713,63.03154620933312,76.73556100220368,81.38572840527048,25.758651423806572,29.194573390385187,17.086427437656543,-30.464651027505862
2023-09-07,134.45362854003906,135.25999450683594,135.5800018310547,132.9499969482422,133.58999633789062,18844300,GOOGL,62.76188496732795,2.348577898794389,0.17789889959224459,2.1706789992021442,131.73500022888183,132.20117601223765,134.30465329463468,135.46400146484376,136.62334963505285,1.7116697538422632,0.412016526505997,48.24955591535927,75.58808807987269,77.98817334698133,25.36888375911283,27.245297296510028,17.77347427521357,-23.580076123217975
2023-09-08,135.56695556640625,136.3800048828125,136.66000366210938,134.85000610351562,134.91000366210938,23558300,GOOGL,65.21233257302207,2.3934987480076586,0.17825579904441113,2.2152429489632475,132.06950035095215,132.59915971419716,134.23732772667228,135.5060028076172,136.7746778885621,1.8725001913695303,0.8444546552235995,71.61884743627577,77.26482646413808,76.52949184873815,25.41225650388772,28.77412795403652,16.93541785507566,-14.16079345686192
2023-09-11,136.10374450683594,136.9199981689453,137.47999572753906,135.7899932861328,136.5399932861328,20763400,GOOGL,66.36165875795949,2.444493194028553,0.18340019605224445,2.2610929979763084,132.43750038146973,133.0106681384589,134.04450937728632,135.75800170898438,137.47149404068244,2.5243334611998276,0.8390725591428234,84.92280774461649,84.07086725298208,78.97459393233095,25.738767888185738,29.667962578576642,16.16881042719911,-10.046528660973841
2023-09-12,134.53314208984375,135.33999633789062,136.8699951171875,135.19000244140625,136.25999450683594,18405500,GOOGL,60.10447755853345,2.3305486031741225,0.055564484158251215,2.2749841190158713,132.63800010681152,133.23250891935714,133.92668111914628,135.6720001220703,137.41731912499432,2.572850700739544,0.4048873633921783,53.33109258993872,83.6828192565063,81.67283765787549,25.658812489585852,28.25783510278922,17.048730841557692,-24.744220112645355
2023-09-13,135.89498901367188,136.7100067138672,136.89999389648438,134.14999389648438,135.08999633789062,20749500,GOOGL,63.33289080169357,2.324005394141892,0.0392170201008164,2.2847883740410757,132.98450050354003,133.56369918550095,134.7352910132676,136.12200012207032,137.50870923087302,2.037450386504965,0.7120151184066853,53.110886859339416,84.40310456031978,84.05226368993605,24.955896411868263,26.131610337192217,18.611525073447535,-11.999937545421513
2023-09-14,137.27670288085938,138.10000610351562,138.6999969482422,136.24000549316406,137.60000610351562,24751000,GOOGL,66.311553864101,2.403277698557048,0.0947914596127779,2.30848623894427,133.45450096130372,133.99572841578805,134.91010952358712,136.69000244140625,138.46989535922538,2.6042766640261017,0.8960922727410562,117.29544977113969,86.00524874384205,84.69705752022271,25.00852099879752,29.310875986786773,17.35362516230462,-5.240096110407033
2023-09-15,136.58087158203125,137.39999389648438,138.52000427246094,136.47999572753906,137.97999572753906,38908400,GOOGL,63.5133125814575,2.3821564197053817,0.05893614460888941,2.3232202750964923,133.82850074768066,134.31994417585437,135.0697332985483,136.8940002441406,138.71826718973293,2.6652255648003047,0.6386841036522406,117.55795183158034,89.19100349115256,86.53311893177147,25.056645782079443,27.642389193344435,16.36579066651178,-15.186955870713813
2023-09-18,137.3860626220703,138.2100067138672,139.16000366210938,136.61000061035156,136.61000061035156,21861300,GOOGL,65.33613316223169,2.403077734587697,0.0638859675929635,2.3391917669947335,134.3660011291504,134.6904263223318,135.04329427531857,137.152001953125,139.26070963093142,3.074993653431502,0.7508656775610502,145.87913757872278,88.61488826248495,87.93704683249318,25.34262377641024,27.461293646329747,15.200970979098049,-13.7282832314243
2023-09-19,137.21705627441406,138.0399932861328,138.41000366210938,136.6199951171875,137.4199981689453,20353700,GOOGL,64.60657117818737,2.378521252188051,0.03146358815465389,2.347057664033397,134.84950103759766,135.00943269983665,136.55869550874544,137.69200134277344,138.82530717680143,1.6461462147052643,0.653529582620493,101.41183981067586,84.34972886025317,87.38520687129689,25.604747914694915,26.059185124305742,14.424845453937964,-18.035574317102355
2023-09-20,132.94271850585938,133.74000549316406,138.0800018310547,133.6199951171875,138.0800018310547,29927500,GOOGL,49.5394938921528,1.9891572183653068,-0.2863203565344725,2.2754775748997793,135.08250122070314,134.88853487062974,133.69268126804587,137.0980010986328,140.50332092921974,4.967716236996094,0.006948572743904643,-82.92014536698122,60.31922778878695,77.76128163717503,24.013035978264323,22.91921531013133,20.7916920710263,-87.2784590851125
2023-09-21,129.66238403320312,130.44000244140625,132.22999572753906,130.07000732421875,131.44000244140625,31488700,GOOGL,41.53400380812528,1.398183361886879,-0.7018353704103202,2.1000187322971993,134.98600158691406,134.4648651154656,129.4940942533103,135.56600036621094,141.6379064791116,8.957859782686393,0.07789219484852015,-277.21101420870383,32.91877385400448,59.195910167681525,23.338344204215755,20.708060796660813,28.117913476997025,-95.92964503577171
2023-09-22,129.4735107421875,130.25,132.02999877929688,129.60000610351562,130.75999450683594,26397300,GOOGL,41.12196347955523,0.9040790532301912,-0.9567517432536066,1.8608307964837978,135.0095016479492,134.06344939018317,127.16423567659449,134.13600158691406,141.10776749723365,10.395070417843332,0.22130435553193029,-200.71440040588269,7.863665650353982,33.700555764381804,22.889176502709574,19.37518694173042,27.55303091748854,-93.20089892805383
